"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","172.64.155.249","TLSv1.2","177","Application Data"
"2","0.000077","192.168.0.183","172.64.155.249","TLSv1.2","93","Application Data"
"3","0.000105","192.168.0.183","172.64.155.249","TLSv1.2","170","Application Data"
"4","0.011882","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=1 Ack=163 Win=109 Len=0"
"5","0.011882","172.64.155.249","192.168.0.183","TLSv1.2","93","Application Data"
"6","0.012255","192.168.0.183","172.64.155.249","TLSv1.2","150","Application Data"
"7","0.026441","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=40 Ack=375 Win=109 Len=0"
"8","0.039232","172.64.155.249","192.168.0.183","TLSv1.2","279","Application Data"
"9","0.054740","172.64.155.249","192.168.0.183","TLSv1.2","165","Application Data"
"10","0.054740","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"11","0.054740","172.64.155.249","192.168.0.183","TLSv1.2","1321","Application Data"
"12","0.054823","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=375 Ack=1689 Win=514 Len=0"
"13","0.056330","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"14","0.056530","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=1689 Ack=375 Win=109 Len=1460 [TCP segment of a reassembled PDU]"
"15","0.056530","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=3149 Ack=375 Win=109 Len=1460 [TCP segment of a reassembled PDU]"
"16","0.056530","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=4609 Ack=375 Win=109 Len=1460 [TCP segment of a reassembled PDU]"
"17","0.056530","172.64.155.249","192.168.0.183","TLSv1.2","521","Application Data"
"18","0.056530","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=6536 Ack=375 Win=109 Len=1460 [TCP segment of a reassembled PDU]"
"19","0.056530","172.64.155.249","192.168.0.183","TLSv1.2","1465","Application Data"
"20","0.056567","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=410 Ack=9407 Win=514 Len=0"
"21","0.066467","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=9407 Ack=375 Win=109 Len=1460 [TCP segment of a reassembled PDU]"
"22","0.066467","172.64.155.249","192.168.0.183","TLSv1.2","1025","Application Data"
"23","0.066467","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=11838 Ack=375 Win=109 Len=1460 [TCP segment of a reassembled PDU]"
"24","0.066597","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=410 Ack=13298 Win=514 Len=0"
"25","0.067444","172.64.155.249","192.168.0.183","TLSv1.2","1263","Application Data"
"26","0.067444","172.64.155.249","192.168.0.183","TLSv1.2","96","Application Data"
"27","0.067444","172.64.155.249","192.168.0.183","TLSv1.2","85","Application Data"
