"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","172.64.155.249","TLSv1.2","174","Application Data"
"2","0.000042","192.168.0.183","172.64.155.249","TLSv1.2","93","Application Data"
"3","0.014379","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=1 Ack=160 Win=153 Len=0"
"4","0.014379","172.64.155.249","192.168.0.183","TLSv1.2","93","Application Data"
"5","0.059784","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=160 Ack=40 Win=512 Len=0"
"6","0.100869","172.64.155.249","192.168.0.183","TLSv1.2","326","Application Data"
"7","0.100869","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"8","0.100869","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=358 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"9","0.100869","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=1818 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"10","0.100869","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=3278 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"11","0.100869","172.64.155.249","192.168.0.183","TLSv1.2","622","Application Data"
"12","0.100869","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=5306 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"13","0.100946","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=160 Ack=6766 Win=514 Len=0"
"14","0.102363","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=6766 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"15","0.102363","172.64.155.249","192.168.0.183","TLSv1.2","575","Application Data"
"16","0.102407","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=160 Ack=8747 Win=514 Len=0"
"17","0.103019","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"18","0.113710","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=8747 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"19","0.113710","172.64.155.249","192.168.0.183","TLSv1.2","1342","Application Data"
"20","0.113710","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=11495 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"21","0.113710","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=12955 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"22","0.113710","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=14415 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"23","0.113710","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=15875 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"24","0.113710","172.64.155.249","192.168.0.183","TLSv1.2","1189","Application Data"
"25","0.113771","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=195 Ack=18470 Win=514 Len=0"
"26","0.115344","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=18470 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"27","0.115344","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=19930 Ack=160 Win=153 Len=1460 [TCP segment of a reassembled PDU]"
"28","0.115344","172.64.155.249","192.168.0.183","TLSv1.2","1020","Application Data"
"29","0.115344","172.64.155.249","192.168.0.183","TLSv1.2","96","Application Data"
"30","0.115344","172.64.155.249","192.168.0.183","TLSv1.2","85","Application Data"
"31","0.115410","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=195 Ack=22429 Win=514 Len=0"
"32","0.158342","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=22429 Ack=195 Win=153 Len=0"
"33","0.369001","192.168.0.183","172.64.155.249","TLSv1.2","216","Application Data"
"34","0.380502","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=22429 Ack=357 Win=153 Len=0"
"35","0.404891","172.64.155.249","192.168.0.183","TLSv1.2","254","Application Data"
"36","0.447245","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=357 Ack=22629 Win=513 Len=0"
"37","0.474858","192.168.0.183","172.64.155.249","TLSv1.2","489","Application Data"
"38","0.474926","192.168.0.183","172.64.155.249","TLSv1.2","545","Application Data"
"39","0.490288","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=22629 Ack=1283 Win=154 Len=0"
"40","0.514242","172.64.155.249","192.168.0.183","TLSv1.2","321","Application Data"
"41","0.514242","172.64.155.249","192.168.0.183","TLSv1.2","85","Application Data"
"42","0.514271","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=1283 Ack=22927 Win=512 Len=0"
"43","2.891751","192.168.0.183","172.64.155.249","TLSv1.2","166","Application Data"
"44","2.891822","192.168.0.183","172.64.155.249","TLSv1.2","170","Application Data"
"45","2.899222","192.168.0.183","172.64.155.249","TLSv1.2","145","Application Data"
"46","2.907107","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=22927 Ack=1511 Win=154 Len=0"
"47","2.930699","172.64.155.249","192.168.0.183","TLSv1.2","279","Application Data"
"48","2.976515","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=1602 Ack=23152 Win=511 Len=0"
"49","3.011457","192.168.0.183","172.64.155.249","TLSv1.2","180","Application Data"
"50","3.049688","172.64.155.249","192.168.0.183","TLSv1.2","147","Application Data"
"51","3.049688","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=23245 Ack=1728 Win=154 Len=1460 [TCP segment of a reassembled PDU]"
"52","3.049688","172.64.155.249","192.168.0.183","TLSv1.2","703","Application Data"
"53","3.049688","172.64.155.249","192.168.0.183","TLSv1.2","85","Application Data"
"54","3.049756","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=1728 Ack=25385 Win=514 Len=0"
"55","3.112306","172.64.155.249","192.168.0.183","TLSv1.2","169","Application Data"
"56","3.112306","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"57","3.112306","172.64.155.249","192.168.0.183","TLSv1.2","1323","Application Data"
"58","3.112306","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=26815 Ack=1728 Win=154 Len=1460 [TCP segment of a reassembled PDU]"
"59","3.112306","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=28275 Ack=1728 Win=154 Len=1460 [TCP segment of a reassembled PDU]"
"60","3.112306","172.64.155.249","192.168.0.183","TLSv1.2","948","Application Data"
"61","3.112306","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=30629 Ack=1728 Win=154 Len=1460 [TCP segment of a reassembled PDU]"
"62","3.112306","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=32089 Ack=1728 Win=154 Len=1460 [TCP segment of a reassembled PDU]"
"63","3.112306","172.64.155.249","192.168.0.183","TLSv1.2","583","Application Data"
"64","3.112371","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=1728 Ack=34078 Win=514 Len=0"
"65","3.114362","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=34078 Ack=1728 Win=154 Len=1460 [TCP segment of a reassembled PDU]"
"66","3.114362","172.64.155.249","192.168.0.183","TLSv1.2","1118","Application Data"
"67","3.114362","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=36602 Ack=1728 Win=154 Len=1460 [TCP segment of a reassembled PDU]"
"68","3.114362","172.64.155.249","192.168.0.183","TLSv1.2","229","Application Data"
"69","3.114362","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=38237 Ack=1728 Win=154 Len=1460 [TCP segment of a reassembled PDU]"
"70","3.114362","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=39697 Ack=1728 Win=154 Len=1460 [TCP segment of a reassembled PDU]"
