"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","172.64.155.249","TLSv1.2","180","Application Data"
"2","0.000065","192.168.0.183","172.64.155.249","TLSv1.2","93","Application Data"
"3","0.000094","192.168.0.183","172.64.155.249","TLSv1.2","220","Application Data"
"4","0.012150","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=1 Ack=332 Win=19 Len=0"
"5","0.012150","172.64.155.249","192.168.0.183","TLSv1.2","93","Application Data"
"6","0.014939","192.168.0.183","172.64.155.249","TLSv1.2","189","Application Data"
"7","0.039670","172.64.155.249","192.168.0.183","TLSv1.2","278","Application Data"
"8","0.091983","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=467 Ack=264 Win=514 Len=0"
"9","0.176262","172.64.155.249","192.168.0.183","TLSv1.2","338","Application Data"
"10","0.176262","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"11","0.176262","172.64.155.249","192.168.0.183","TLSv1.2","1315","Application Data"
"12","0.176262","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=1855 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
"13","0.176262","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=3315 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
"14","0.176262","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=4775 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
"15","0.176262","172.64.155.249","192.168.0.183","TLSv1.2","675","Application Data"
"16","0.176361","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=467 Ack=6856 Win=514 Len=0"
"17","0.178017","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=6856 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
"18","0.178017","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=8316 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
"19","0.178017","172.64.155.249","192.168.0.183","TLSv1.2","1268","Application Data"
"20","0.178017","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=10990 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
"21","0.178017","172.64.155.249","192.168.0.183","TLSv1.2","1009","Application Data"
"22","0.178090","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=467 Ack=13405 Win=514 Len=0"
"23","0.178102","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"24","0.188620","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=13405 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
"25","0.188620","172.64.155.249","192.168.0.183","TLSv1.2","1144","Application Data"
"26","0.188620","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=15955 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
"27","0.188620","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=17415 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
"28","0.188620","172.64.155.249","192.168.0.183","TLSv1.2","672","Application Data"
"29","0.188709","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=502 Ack=19493 Win=514 Len=0"
"30","0.190585","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=19493 Ack=467 Win=19 Len=1460 [TCP segment of a reassembled PDU]"
