"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","172.64.155.249","TLSv1.2","172","Application Data"
"2","0.000063","192.168.0.183","172.64.155.249","TLSv1.2","93","Application Data"
"3","0.000094","192.168.0.183","172.64.155.249","TLSv1.2","170","Application Data"
"4","0.014151","192.168.0.183","172.64.155.249","TLSv1.2","151","Application Data"
"5","0.016345","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=1 Ack=274 Win=75 Len=0"
"6","0.016345","172.64.155.249","192.168.0.183","TLSv1.2","93","Application Data"
"7","0.067274","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=371 Ack=40 Win=510 Len=0"
"8","0.068022","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=40 Ack=371 Win=75 Len=0"
"9","0.080515","172.64.155.249","192.168.0.183","TLSv1.2","279","Application Data"
"10","0.086238","172.64.155.249","192.168.0.183","TLSv1.2","189","Application Data"
"11","0.086275","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=371 Ack=400 Win=509 Len=0"
"12","0.087026","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"13","0.087827","172.64.155.249","192.168.0.183","TLSv1.2","85","Application Data"
"14","0.096341","192.168.0.183","172.64.155.249","TLSv1.2","155","Application Data"
"15","0.099642","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=431 Ack=406 Win=75 Len=0"
"16","0.101878","192.168.0.183","172.64.155.249","TLSv1.2","172","Application Data"
"17","0.105025","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=431 Ack=507 Win=75 Len=0"
"18","0.114651","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=431 Ack=625 Win=75 Len=0"
"19","0.131845","172.64.155.249","192.168.0.183","TLSv1.2","165","Application Data"
"20","0.131845","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"21","0.131845","172.64.155.249","192.168.0.183","TLSv1.2","1330","Application Data"
"22","0.131845","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=1864 Ack=625 Win=75 Len=1460 [TCP segment of a reassembled PDU]"
"23","0.131893","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=625 Ack=3324 Win=514 Len=0"
"24","0.132959","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"25","0.140510","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
