"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","172.64.155.249","TLSv1.2","171","Application Data"
"2","0.000089","192.168.0.183","172.64.155.249","TLSv1.2","93","Application Data"
"3","0.000116","192.168.0.183","172.64.155.249","TLSv1.2","176","Application Data"
"4","0.000338","192.168.0.183","172.64.155.249","TLSv1.2","129","Application Data"
"5","0.000410","192.168.0.183","172.64.155.249","TLSv1.2","183","Application Data"
"6","0.018517","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=1 Ack=483 Win=8 Len=0"
"7","0.018517","172.64.155.249","192.168.0.183","TLSv1.2","93","Application Data"
"8","0.047869","172.64.155.249","192.168.0.183","TLSv1.2","406","Application Data"
"9","0.047869","172.64.155.249","192.168.0.183","TLSv1.2","153","Application Data"
"10","0.047904","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=483 Ack=491 Win=509 Len=0"
"11","9.901357","192.168.0.183","172.64.155.249","TLSv1.2","183","Application Data"
"12","9.956170","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=491 Ack=612 Win=8 Len=0"
"13","9.986779","172.64.155.249","192.168.0.183","TLSv1.2","279","Application Data"
"14","9.986779","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"15","9.986779","172.64.155.249","192.168.0.183","TLSv1.2","1280","Application Data"
"16","9.986839","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=612 Ack=1988 Win=514 Len=0"
"17","9.988451","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"18","9.990227","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=1988 Ack=612 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"19","9.990227","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=3448 Ack=612 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"20","9.990227","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=4908 Ack=612 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"21","9.990227","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=6368 Ack=612 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"22","9.990227","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=7828 Ack=612 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"23","9.990227","172.64.155.249","192.168.0.183","TLSv1.2","1325","Application Data"
"24","9.990443","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=647 Ack=10559 Win=514 Len=0"
"25","9.999472","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=10559 Ack=612 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"26","9.999472","172.64.155.249","192.168.0.183","TLSv1.2","1312","Application Data"
"27","9.999472","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=13277 Ack=612 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"28","9.999515","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=647 Ack=14737 Win=514 Len=0"
"29","10.001280","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=14737 Ack=612 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"30","10.001280","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=16197 Ack=612 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"31","10.001280","172.64.155.249","192.168.0.183","TLSv1.2","1357","Application Data"
"32","10.001280","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=18960 Ack=647 Win=8 Len=0"
"33","10.001280","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=18960 Ack=647 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"34","10.001280","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=20420 Ack=647 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"35","10.001280","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=21880 Ack=647 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"36","10.001280","172.64.155.249","192.168.0.183","TLSv1.2","362","Application Data"
"37","10.001280","172.64.155.249","192.168.0.183","TLSv1.2","85","Application Data"
"38","10.001391","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=647 Ack=23679 Win=514 Len=0"
"39","10.420827","192.168.0.183","172.64.155.249","TLSv1.2","610","Application Data"
"40","10.421068","192.168.0.183","172.64.155.249","TLSv1.2","176","Application Data"
"41","10.433989","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=23679 Ack=1325 Win=8 Len=0"
"42","10.459107","172.64.155.249","192.168.0.183","TLSv1.2","173","Application Data"
