"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","172.64.155.249","TLSv1.2","173","Application Data"
"2","0.000059","192.168.0.183","172.64.155.249","TLSv1.2","93","Application Data"
"3","0.013013","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=1 Ack=159 Win=8 Len=0"
"4","0.013013","172.64.155.249","192.168.0.183","TLSv1.2","93","Application Data"
"5","0.036932","172.64.155.249","192.168.0.183","TLSv1.2","349","Application Data"
"6","0.036932","172.64.155.249","192.168.0.183","TLSv1.2","1359","Application Data"
"7","0.036932","172.64.155.249","192.168.0.183","TLSv1.2","962","Application Data, Application Data, Application Data"
"8","0.037038","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=159 Ack=2548 Win=514 Len=0"
"9","0.037946","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"10","0.094083","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=2548 Ack=194 Win=8 Len=0"
"11","0.354272","192.168.0.183","172.64.155.249","TLSv1.2","172","Application Data"
"12","0.354336","192.168.0.183","172.64.155.249","TLSv1.2","170","Application Data"
"13","0.365503","192.168.0.183","172.64.155.249","TLSv1.2","151","Application Data"
"14","0.368356","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=2548 Ack=428 Win=8 Len=0"
"15","0.380108","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=2548 Ack=525 Win=8 Len=0"
"16","0.392215","172.64.155.249","192.168.0.183","TLSv1.2","145","Application Data"
"17","0.442853","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=525 Ack=2639 Win=513 Len=0"
"18","0.557359","172.64.155.249","192.168.0.183","TLSv1.2","146","Application Data"
"19","0.557359","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"20","0.557359","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=2777 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"21","0.557398","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=525 Ack=4237 Win=514 Len=0"
"22","0.559323","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=4237 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"23","0.559323","172.64.155.249","192.168.0.183","TLSv1.2","951","Application Data"
"24","0.559323","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=6594 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"25","0.559323","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=8054 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"26","0.559323","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=9514 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"27","0.559323","172.64.155.249","192.168.0.183","TLSv1.2","307","Application Data"
"28","0.559323","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=11227 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"29","0.559323","172.64.155.249","192.168.0.183","TLSv1.2","1116","Application Data"
"30","0.559424","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=525 Ack=13749 Win=514 Len=0"
"31","0.570516","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=13749 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"32","0.570516","172.64.155.249","192.168.0.183","TLSv1.2","331","Application Data"
"33","0.570584","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=525 Ack=15486 Win=514 Len=0"
"34","0.571983","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=15486 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"35","0.571983","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=16946 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"36","0.571983","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=18406 Ack=525 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"37","0.571983","172.64.155.249","192.168.0.183","TLSv1.2","1323","Application Data"
