"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","172.64.155.249","TLSv1.2","166","Application Data"
"2","0.000062","192.168.0.183","172.64.155.249","TLSv1.2","93","Application Data"
"3","0.000089","192.168.0.183","172.64.155.249","TLSv1.2","229","Application Data"
"4","0.013747","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=1 Ack=152 Win=8 Len=0"
"5","0.013747","172.64.155.249","192.168.0.183","TLSv1.2","93","Application Data"
"6","0.015090","192.168.0.183","172.64.155.249","TLSv1.2","125","Application Data"
"7","0.032278","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=40 Ack=398 Win=8 Len=0"
"8","0.051871","172.64.155.249","192.168.0.183","TLSv1.2","286","Application Data"
"9","0.062076","172.64.155.249","192.168.0.183","TLSv1.2","170","Application Data"
"10","0.062076","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"11","0.062076","172.64.155.249","192.168.0.183","TLSv1.2","1285","Application Data"
"12","0.062102","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=398 Ack=1665 Win=514 Len=0"
"13","0.063211","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"14","0.064839","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=1665 Ack=398 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"15","0.064839","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=3125 Ack=398 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"16","0.064839","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=4585 Ack=398 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"17","0.064839","172.64.155.249","192.168.0.183","TLSv1.2","589","Application Data"
"18","0.064839","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=6580 Ack=398 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"19","0.064839","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=8040 Ack=398 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"20","0.064839","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=9500 Ack=398 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"21","0.064839","172.64.155.249","192.168.0.183","TLSv1.2","457","Application Data"
"22","0.064885","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=433 Ack=11363 Win=514 Len=0"
"23","0.073371","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=11363 Ack=398 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"24","0.073371","172.64.155.249","192.168.0.183","TLSv1.2","426","Application Data"
"25","0.073456","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=433 Ack=13195 Win=514 Len=0"
"26","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=13195 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"27","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=14655 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"28","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=16115 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"29","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=17575 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"30","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=19035 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"31","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [PSH, ACK] Seq=20495 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"32","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=21955 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"33","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=23415 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"34","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=24875 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"35","0.077218","172.64.155.249","192.168.0.183","TLSv1.2","1297","Application Data"
"36","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=27578 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"37","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=29038 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"38","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=30498 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"39","0.077218","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=31958 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"40","0.077218","172.64.155.249","192.168.0.183","TLSv1.2","351","Application Data"
"41","0.077342","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=433 Ack=33715 Win=514 Len=0"
"42","0.084538","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=33715 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"43","0.084538","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=35175 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"44","0.084538","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=36635 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"45","0.084538","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=38095 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"46","0.084538","172.64.155.249","192.168.0.183","TLSv1.2","885","Application Data"
"47","0.084633","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=433 Ack=40386 Win=514 Len=0"
"48","0.085738","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=40386 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"49","0.085738","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=41846 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"50","0.085738","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=43306 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"51","0.085738","172.64.155.249","192.168.0.183","TLSv1.2","599","Application Data"
"52","0.085738","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=45311 Ack=433 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"53","0.085738","172.64.155.249","192.168.0.183","TLSv1.2","298","Application Data"
"54","0.085738","172.64.155.249","192.168.0.183","TLSv1.2","96","Application Data"
"55","0.085738","172.64.155.249","192.168.0.183","TLSv1.2","85","Application Data"
"56","0.085803","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=433 Ack=47088 Win=514 Len=0"
"57","0.570141","192.168.0.183","172.64.155.249","TLSv1.2","552","Application Data"
"58","0.570208","192.168.0.183","172.64.155.249","TLSv1.2","519","Application Data"
"59","0.583803","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=47088 Ack=1396 Win=8 Len=0"
"60","0.607931","172.64.155.249","192.168.0.183","TLSv1.2","406","Application Data"
"61","0.607931","172.64.155.249","192.168.0.183","TLSv1.2","85","Application Data"
"62","0.608028","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=1396 Ack=47471 Win=512 Len=0"
"63","5.776567","192.168.0.183","172.64.155.249","TLSv1.2","175","Application Data"
"64","5.776638","192.168.0.183","172.64.155.249","TLSv1.2","167","Application Data"
"65","5.788733","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=47471 Ack=1630 Win=8 Len=0"
"66","5.790330","192.168.0.183","172.64.155.249","TLSv1.2","641","Application Data"
"67","5.813378","172.64.155.249","192.168.0.183","TLSv1.2","279","Application Data"
"68","5.840384","172.64.155.249","192.168.0.183","TLSv1.2","213","Application Data"
"69","5.840384","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"70","5.840384","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=47901 Ack=2217 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"71","5.840384","172.64.155.249","192.168.0.183","TLSv1.2","1125","Application Data"
"72","5.840434","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=2217 Ack=50432 Win=514 Len=0"
"73","5.841878","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"74","5.842527","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=50432 Ack=2217 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"75","5.842527","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=51892 Ack=2217 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"76","5.842527","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=53352 Ack=2217 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"77","5.842527","172.64.155.249","192.168.0.183","TLSv1.2","515","Application Data"
"78","5.842527","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=55273 Ack=2217 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"79","5.842527","172.64.155.249","192.168.0.183","TLSv1.2","868","Application Data"
"80","5.842615","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=2252 Ack=57547 Win=514 Len=0"
"81","5.850919","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=57547 Ack=2217 Win=8 Len=1460 [TCP segment of a reassembled PDU]"
"82","5.850919","172.64.155.249","192.168.0.183","TLSv1.2","1454","Application Data"
