"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","172.64.155.249","TLSv1.2","134","Application Data"
"2","0.000037","192.168.0.183","172.64.155.249","TLSv1.2","93","Application Data"
"3","0.015685","172.64.155.249","192.168.0.183","TCP","60","443  >  51124 [ACK] Seq=1 Ack=120 Win=49 Len=0"
"4","0.015685","172.64.155.249","192.168.0.183","TLSv1.2","93","Application Data"
"5","0.061935","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=120 Ack=40 Win=512 Len=0"
"6","0.066860","172.64.155.249","192.168.0.183","TLSv1.2","340","Application Data"
"7","0.066860","172.64.155.249","192.168.0.183","TLSv1.2","100","Application Data"
"8","0.066860","172.64.155.249","192.168.0.183","TLSv1.2","1292","Application Data"
"9","0.066860","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=1610 Ack=120 Win=49 Len=1460 [TCP segment of a reassembled PDU]"
"10","0.066908","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=120 Ack=3070 Win=514 Len=0"
"11","0.067827","192.168.0.183","172.64.155.249","TLSv1.2","89","Application Data"
"12","0.068664","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=3070 Ack=120 Win=49 Len=1460 [TCP segment of a reassembled PDU]"
"13","0.068664","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=4530 Ack=120 Win=49 Len=1460 [TCP segment of a reassembled PDU]"
"14","0.068664","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=5990 Ack=120 Win=49 Len=1460 [TCP segment of a reassembled PDU]"
"15","0.068664","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=7450 Ack=120 Win=49 Len=1460 [TCP segment of a reassembled PDU]"
"16","0.068664","172.64.155.249","192.168.0.183","TLSv1.2","467","Application Data"
"17","0.068713","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=155 Ack=9323 Win=514 Len=0"
"18","0.076887","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=9323 Ack=120 Win=49 Len=1460 [TCP segment of a reassembled PDU]"
"19","0.076887","172.64.155.249","192.168.0.183","TLSv1.2","1092","Application Data"
"20","0.076887","172.64.155.249","192.168.0.183","TLSv1.2","1266","Application Data"
"21","0.077059","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=155 Ack=13033 Win=514 Len=0"
"22","0.080063","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=13033 Ack=120 Win=49 Len=1460 [TCP segment of a reassembled PDU]"
"23","0.080063","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=14493 Ack=120 Win=49 Len=1460 [TCP segment of a reassembled PDU]"
"24","0.080063","172.64.155.249","192.168.0.183","TLSv1.2","727","Application Data"
"25","0.080133","192.168.0.183","172.64.155.249","TCP","54","51124  >  443 [ACK] Seq=155 Ack=16626 Win=514 Len=0"
"26","0.090284","172.64.155.249","192.168.0.183","TCP","1514","443  >  51124 [ACK] Seq=16626 Ack=155 Win=49 Len=1460 [TCP segment of a reassembled PDU]"
