"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","104.244.42.65","TLSv1.2","811","Application Data"
"2","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=758 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"3","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=2118 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"4","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=3478 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"5","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=4838 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"6","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=6198 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"7","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=7558 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"8","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=8918 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"9","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=10278 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"10","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=11638 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"11","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=12998 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"12","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=14358 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"13","0.000175","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=15718 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"14","0.000175","192.168.0.183","104.244.42.65","TLSv1.2","140","Application Data"
"15","0.000332","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=17164 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"16","0.000332","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=18524 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"17","0.000332","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=19884 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"18","0.000332","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=21244 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"19","0.000332","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=22604 Ack=1 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"20","0.000332","192.168.0.183","104.244.42.65","TLSv1.2","1316","Application Data"
"21","0.034342","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=1 Ack=25226 Win=3605 Len=0"
"22","0.077216","104.244.42.65","192.168.0.183","TLSv1.2","275","Application Data"
"23","0.131200","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=25226 Ack=222 Win=1040 Len=0"
"24","3.830193","192.168.0.183","104.244.42.65","TLSv1.2","276","Application Data"
"25","3.830299","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=25448 Ack=222 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"26","3.830299","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=26808 Ack=222 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"27","3.830299","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=28168 Ack=222 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"28","3.830299","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=29528 Ack=222 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"29","3.830299","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=30888 Ack=222 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"30","3.830299","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=32248 Ack=222 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"31","3.830299","192.168.0.183","104.244.42.65","TLSv1.2","649","Application Data"
"32","3.863830","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=222 Ack=28168 Win=3637 Len=0"
"33","3.870039","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=222 Ack=34203 Win=3684 Len=0"
"34","3.898083","104.244.42.65","192.168.0.183","TLSv1.2","180","Application Data"
"35","3.941458","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=34203 Ack=348 Win=1039 Len=0"
"36","6.222269","192.168.0.183","104.244.42.65","TLSv1.2","235","Application Data"
"37","6.222370","192.168.0.183","104.244.42.65","TLSv1.2","660","Application Data"
"38","6.262104","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=348 Ack=34990 Win=3705 Len=0"
