"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","104.244.42.65","TLSv1.2","258","Application Data"
"2","0.000091","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=205 Ack=1 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"3","0.000091","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=1565 Ack=1 Win=1040 Len=1360 [TCP segment of a reassembled PDU]"
"4","0.000091","192.168.0.183","104.244.42.65","TLSv1.2","193","Application Data"
"5","0.029466","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=1 Ack=205 Win=5732 Len=0"
"6","0.036043","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=1 Ack=3064 Win=5727 Len=0"
"7","0.055644","104.244.42.65","192.168.0.183","TLSv1.2","214","Application Data"
"8","0.105837","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=3064 Ack=161 Win=1039 Len=0"
"9","1.214455","192.168.0.183","104.244.42.65","TLSv1.2","815","Application Data"
"10","1.214524","192.168.0.183","104.244.42.65","TLSv1.2","168","Application Data"
"11","1.245346","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=161 Ack=3939 Win=5734 Len=0"
"12","1.317230","104.244.42.65","192.168.0.183","TLSv1.2","302","Application Data"
"13","1.317897","192.168.0.183","104.244.42.65","TLSv1.2","89","Application Data"
"14","1.388399","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=409 Ack=3974 Win=5734 Len=0"
"15","2.999493","192.168.0.183","104.244.42.65","TLSv1.2","300","Application Data"
"16","2.999599","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=4220 Ack=409 Win=1038 Len=1360 [TCP segment of a reassembled PDU]"
"17","2.999599","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=5580 Ack=409 Win=1038 Len=1360 [TCP segment of a reassembled PDU]"
