"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","104.244.42.193","TLSv1.2","150","Application Data"
"2","0.000079","192.168.0.183","104.244.42.193","TLSv1.2","93","Application Data"
"3","0.039961","104.244.42.193","192.168.0.183","TCP","56","443  >  50715 [ACK] Seq=1 Ack=136 Win=288 Len=0"
"4","0.039961","104.244.42.193","192.168.0.183","TLSv1.2","93","Application Data"
"5","0.054775","104.244.42.193","192.168.0.183","TCP","1414","443  >  50715 [ACK] Seq=40 Ack=136 Win=288 Len=1360 [TCP segment of a reassembled PDU]"
"6","0.054775","104.244.42.193","192.168.0.183","TCP","1414","443  >  50715 [PSH, ACK] Seq=1400 Ack=136 Win=288 Len=1360 [TCP segment of a reassembled PDU]"
"7","0.054775","104.244.42.193","192.168.0.183","TLSv1.2","597","Application Data"
"8","0.054819","192.168.0.183","104.244.42.193","TCP","54","50715  >  443 [ACK] Seq=136 Ack=3303 Win=260 Len=0"
"9","0.058104","192.168.0.183","104.244.42.193","TLSv1.2","89","Application Data"
"10","0.133747","104.244.42.193","192.168.0.183","TCP","60","443  >  50715 [ACK] Seq=3303 Ack=171 Win=288 Len=0"
"11","1.344384","192.168.0.183","104.244.42.193","TLSv1.2","112","Application Data"
"12","1.375251","104.244.42.193","192.168.0.183","TCP","60","443  >  50715 [ACK] Seq=3303 Ack=229 Win=288 Len=0"
"13","1.393119","104.244.42.193","192.168.0.183","TCP","1414","443  >  50715 [ACK] Seq=3303 Ack=229 Win=288 Len=1360 [TCP segment of a reassembled PDU]"
"14","1.393119","104.244.42.193","192.168.0.183","TCP","1414","443  >  50715 [PSH, ACK] Seq=4663 Ack=229 Win=288 Len=1360 [TCP segment of a reassembled PDU]"
"15","1.393119","104.244.42.193","192.168.0.183","TLSv1.2","595","Application Data"
"16","1.393166","192.168.0.183","104.244.42.193","TCP","54","50715  >  443 [ACK] Seq=229 Ack=6564 Win=260 Len=0"
"17","1.403765","192.168.0.183","104.244.42.65","TLSv1.2","294","Application Data"
"18","1.487712","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=1 Ack=241 Win=989 Len=0"
"19","1.507274","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=1 Ack=241 Win=989 Len=1360 [TCP segment of a reassembled PDU]"
