"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.183","104.244.42.65","TLSv1.2","684","Application Data"
"2","0.000098","192.168.0.183","104.244.42.65","TLSv1.2","93","Application Data"
"3","0.000167","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=670 Ack=1 Win=1037 Len=1360 [TCP segment of a reassembled PDU]"
"4","0.000167","192.168.0.183","104.244.42.65","TLSv1.2","587","Application Data"
"5","0.036704","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=1 Ack=670 Win=5735 Len=0"
"6","0.036704","104.244.42.65","192.168.0.183","TLSv1.2","93","Application Data"
"7","0.042521","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=40 Ack=2563 Win=5730 Len=0"
"8","0.062698","104.244.42.65","192.168.0.183","TLSv1.2","180","Application Data"
"9","0.062740","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=2563 Ack=166 Win=1036 Len=0"
"10","1.022025","192.168.0.183","104.244.42.65","TLSv1.2","698","Application Data"
"11","1.022114","192.168.0.183","104.244.42.65","TLSv1.2","243","Application Data"
"12","1.058586","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=166 Ack=3396 Win=5735 Len=0"
"13","1.086738","104.244.42.65","192.168.0.183","TLSv1.2","197","Application Data"
"14","1.132356","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=3396 Ack=309 Win=1036 Len=0"
"15","3.000941","192.168.0.183","104.244.42.65","TLSv1.2","286","Application Data"
"16","3.001039","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=3628 Ack=309 Win=1036 Len=1360 [TCP segment of a reassembled PDU]"
"17","3.001039","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=4988 Ack=309 Win=1036 Len=1360 [TCP segment of a reassembled PDU]"
"18","3.001039","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=6348 Ack=309 Win=1036 Len=1360 [TCP segment of a reassembled PDU]"
"19","3.001039","192.168.0.183","104.244.42.65","TLSv1.2","821","Application Data"
"20","3.045266","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=309 Ack=8475 Win=5735 Len=0"
"21","3.069989","104.244.42.65","192.168.0.183","TLSv1.2","184","Application Data"
"22","3.119815","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=8475 Ack=439 Win=1041 Len=0"
"23","3.372420","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=8475 Ack=439 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"24","3.372420","192.168.0.183","104.244.42.65","TLSv1.2","454","Application Data"
"25","3.372616","192.168.0.183","104.244.42.65","TLSv1.2","271","Application Data"
"26","3.408383","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=439 Ack=10452 Win=5729 Len=0"
"27","3.700238","104.244.42.65","192.168.0.183","TLSv1.2","187","Application Data"
"28","3.752560","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=10452 Ack=572 Win=1040 Len=0"
"29","4.190597","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=572 Ack=10452 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"30","4.190597","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [PSH, ACK] Seq=1932 Ack=10452 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"31","4.190597","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=3292 Ack=10452 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"32","4.190597","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [PSH, ACK] Seq=4652 Ack=10452 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"33","4.190597","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=6012 Ack=10452 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"34","4.190597","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [PSH, ACK] Seq=7372 Ack=10452 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"35","4.190597","104.244.42.65","192.168.0.183","TCP","1414","443  >  50717 [ACK] Seq=8732 Ack=10452 Win=5735 Len=1360 [TCP segment of a reassembled PDU]"
"36","4.190597","104.244.42.65","192.168.0.183","TLSv1.2","252","Application Data"
"37","4.190657","192.168.0.183","104.244.42.65","TCP","54","50717  >  443 [ACK] Seq=10452 Ack=10290 Win=1041 Len=0"
"38","4.191495","192.168.0.183","104.244.42.65","TLSv1.2","89","Application Data"
"39","4.273367","104.244.42.65","192.168.0.183","TCP","60","443  >  50717 [ACK] Seq=10290 Ack=10487 Win=5735 Len=0"
"40","6.156615","192.168.0.183","104.244.42.65","TLSv1.2","236","Application Data"
"41","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=10669 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"42","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=12029 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"43","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=13389 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"44","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=14749 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"45","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=16109 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"46","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=17469 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"47","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=18829 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"48","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=20189 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"49","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=21549 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"50","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=22909 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"51","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=24269 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"52","6.156774","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=25629 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"53","6.156774","192.168.0.183","104.244.42.65","TLSv1.2","140","Application Data"
"54","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=27075 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"55","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=28435 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"56","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=29795 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"57","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=31155 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"58","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=32515 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"59","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=33875 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"60","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=35235 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"61","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=36595 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"62","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=37955 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
"63","6.156919","192.168.0.183","104.244.42.65","TCP","1414","50717  >  443 [ACK] Seq=39315 Ack=10290 Win=1041 Len=1360 [TCP segment of a reassembled PDU]"
